,flex1,flex2,flex3,flex4,flex5
sum,972655.0,972438.0,1140635.0,1198943.0,1176271.0
mean,768.2898894154819,768.1184834123222,900.97551342812,947.0323854660347,929.1240126382306
var,6.930126944283137,14.801760860198938,54.687937483218754,41.62029422600204,247.69607115873345
std,2.632513427180028,3.8473056624342883,7.39512930807966,6.451379249897036,15.738363039361287
median,769.0,768.0,902.0,947.0,930.0
min,760.0,758.0,880.0,929.0,882.0
max,776.0,778.0,920.0,964.0,972.0
q1,766.25,766.0,896.0,943.0,919.0
q3,770.0,771.0,906.0,951.0,940.0
