segment_id,channel,start_time,end_time,peak_delta,n_points,threshold_used,method
0,flex1,1970-01-01 00:00:00.000158719,1970-01-01 00:00:00.000160957,16.0,78,0.8,diff_threshold
1,flex2,1970-01-01 00:00:00.000158690,1970-01-01 00:00:00.000160957,20.0,79,0.8,diff_threshold
2,flex3,1970-01-01 00:00:00.000158690,1970-01-01 00:00:00.000160957,34.0,79,0.8,diff_threshold
3,flex4,1970-01-01 00:00:00.000158719,1970-01-01 00:00:00.000160928,23.0,77,0.8,diff_threshold
4,flex5,1970-01-01 00:00:00.000158690,1970-01-01 00:00:00.000160957,46.0,79,0.8,diff_threshold
