,flex1,flex2,flex3,flex4,flex5
sum,3582863.0,3726499.0,3320915.0,3362415.0,3500852.0
mean,845.014858490566,878.8912735849057,783.2346698113207,793.0224056603773,825.672641509434
var,987.4517725678448,1876.9777959713708,37.92203433303512,51.72655613641522,40.28818740625014
std,31.42374536187316,43.32410179070503,6.158086905284394,7.192117639222485,6.3472976459474575
median,835.0,864.0,783.0,792.0,825.0
min,795.0,793.0,761.0,745.0,806.0
max,913.0,962.0,841.0,839.0,870.0
q1,818.0,844.0,779.0,788.0,822.0
q3,869.0,923.0,786.0,797.0,828.0
