,flex1,flex2,flex3,flex4,flex5
sum,4957074.0,4950555.0,5493980.0,5858679.0,5657552.0
mean,769.612482533768,768.6003726129483,852.9700357087409,909.5915230554261,878.3654712001241
var,9.266266522404509,16.612012283498277,759.7377665981036,695.467748006029,1026.8803852166006
std,3.0440542903181784,4.075783640417911,27.563340991217004,26.371722507375754,32.04497441435397
median,770.0,769.0,849.0,914.0,870.0
min,760.0,757.0,806.0,858.0,825.0
max,779.0,781.0,920.0,964.0,972.0
q1,768.0,766.0,836.0,892.0,854.0
q3,772.0,771.0,861.0,925.0,899.0
