,timestamp_ms,recv_timestamp_ms,pitch,roll,yaw,flex1,flex2,flex3,flex4,flex5,sampling_hz,accel_x,accel_y,accel_z
sum,157883790.0,2001382565657836.0,37255.1,-61592.65,-23947.04,920483.0,875442.0,883753.0,944769.0,954264.0,41214.8835,-611.44,-779.293,561.197
mean,138494.5526,1755598741805.1194,32.6799,-54.0286,-21.0062,807.4412,767.9316,775.2219,828.7447,837.0737,36.1534,-0.5364,-0.6836,0.4923
var,169037586.8831,129295243.3624,0.1945,0.5753,0.1791,9.4829,18.113,13.272,76.4291,29.9594,37.5597,0.0,0.0001,0.0001
std,13001.4456,11370.8066,0.441,0.7585,0.4232,3.0794,4.2559,3.6431,8.7424,5.4735,6.1286,0.0069,0.0093,0.008
median,139400.5,1755598741097.0,32.81,-54.1,-20.92,808.0,768.0,775.0,830.0,837.0,33.3333,-0.539,-0.682,0.49
min,106837.0,1755598724574.0,31.82,-55.26,-21.82,798.0,756.0,766.0,798.0,824.0,0.1052,-0.55,-0.703,0.48
max,158591.0,1755598760288.0,33.74,-52.36,-20.0,816.0,780.0,785.0,852.0,851.0,50.0,-0.52,-0.66,0.518
q1,129003.5,1755598730699.5,32.3175,-54.61,-21.39,805.0,765.0,773.0,825.0,834.0,33.3333,-0.542,-0.691,0.486
q3,149574.5,1755598751270.75,32.98,-53.66,-20.65,810.0,771.0,778.0,833.0,840.0,34.4828,-0.53,-0.6778,0.496
