,timestamp_ms,recv_timestamp_ms,pitch,roll,yaw,flex1,flex2,flex3,flex4,flex5,sampling_hz,accel_x,accel_y,accel_z
sum,53684451.0,2361280173009786.0,48146.89,-71082.87,-22853.02,1087383.0,1032999.0,1043611.0,1145419.0,1153120.0,49868.3908,-781.574,-873.8,656.115
mean,39914.09,1755598641642.9636,35.7969,-52.8497,-16.9911,808.4632,768.029,775.919,851.6126,857.3383,37.0769,-0.5811,-0.6497,0.4878
var,139214458.1876,139181265.4161,0.2757,0.4127,0.4956,9.6655,16.4612,10.9629,13.2241,42.1928,44.8604,0.0001,0.0001,0.0001
std,11798.9177,11797.511,0.5251,0.6424,0.704,3.1089,4.0572,3.311,3.6365,6.4956,6.6978,0.0083,0.0071,0.0092
median,39912.0,1755598641607.0,35.69,-52.69,-17.19,809.0,768.0,776.0,852.0,857.0,33.3333,-0.578,-0.65,0.49
min,19138.0,1755598620832.0,34.86,-54.64,-18.13,799.0,756.0,768.0,842.0,840.0,33.3333,-0.602,-0.669,0.46
max,60622.0,1755598662317.0,36.92,-51.67,-15.77,818.0,780.0,784.0,861.0,875.0,50.0,-0.567,-0.633,0.505
q1,29869.0,1755598631564.0,35.37,-53.22,-17.58,806.0,765.0,774.0,849.0,853.0,33.3333,-0.589,-0.654,0.486
q3,50023.0,1755598651718.0,36.25,-52.39,-16.28,811.0,771.0,778.0,854.0,861.0,34.4828,-0.575,-0.645,0.494
