,timestamp_ms,recv_timestamp_ms,pitch,roll,yaw,flex1,flex2,flex3,flex4,flex5,sampling_hz,accel_x,accel_y,accel_z
sum,161689807.0,2277011157446362.0,87015.75,-82221.03,-5670.25,996011.0,996663.0,1057758.0,1131730.0,1098465.0,44476.7652,-1197.646,-452.821,225.77
mean,124664.4618,1755598425170.6724,67.09,-63.3932,-4.3718,767.9345,768.4372,815.542,872.5752,846.9275,34.292,-0.9234,-0.3491,0.1741
var,148134998.3706,147081490.0445,0.0957,0.0891,0.0678,8.5119,15.5811,19.6497,15.3896,21.825,7.8171,0.0,0.0,0.0
std,12171.0722,12127.7158,0.3093,0.2985,0.2604,2.9175,3.9473,4.4328,3.923,4.6717,2.7959,0.0021,0.004,0.0038
median,124540.0,1755598424986.0,67.17,-63.48,-4.29,768.0,769.0,816.0,873.0,847.0,33.3333,-0.924,-0.348,0.173
min,103508.0,1755598405304.0,66.33,-64.02,-4.98,760.0,759.0,804.0,861.0,834.0,33.3333,-0.93,-0.372,0.161
max,145941.0,1755598446388.0,68.25,-60.48,-3.59,776.0,778.0,828.0,884.0,861.0,50.0,-0.913,-0.319,0.189
q1,114180.0,1755598414627.0,66.87,-63.56,-4.68,766.0,766.0,812.0,870.0,844.0,33.3333,-0.925,-0.35,0.172
q3,135300.0,1755598435746.0,67.26,-63.29,-4.14,770.0,771.0,818.0,875.0,850.0,34.4828,-0.922,-0.347,0.175
