segment_id,channel,start_time,end_time,peak_delta,n_points,threshold_used,method
0,flex1,1970-01-01 00:00:00.000131058,1970-01-01 00:00:00.000133361,14.0,79,0.8,diff_threshold
1,flex2,1970-01-01 00:00:00.000131058,1970-01-01 00:00:00.000133361,28.0,79,0.8,diff_threshold
2,flex3,1970-01-01 00:00:00.000131087,1970-01-01 00:00:00.000133361,32.0,78,0.8,diff_threshold
3,flex4,1970-01-01 00:00:00.000131058,1970-01-01 00:00:00.000133361,31.0,79,0.8,diff_threshold
4,flex5,1970-01-01 00:00:00.000131058,1970-01-01 00:00:00.000133361,33.0,79,0.8,diff_threshold
