,flex1,flex2,flex3,flex4,flex5
sum,3980923.0,3731985.0,3795419.0,4162601.0,4354770.0
mean,829.3589583333334,777.496875,790.7122916666667,867.2085416666666,907.24375
var,845.3074629697159,29.051042534903104,92.64381637667573,946.1467492793638,345.4717258803918
std,29.07417175036489,5.389901904014868,9.625165784373573,30.759498521259474,18.58686971709846
median,825.0,778.0,790.0,865.0,905.0
min,781.0,758.0,766.0,738.0,862.0
max,919.0,802.0,891.0,954.0,966.0
q1,799.0,774.0,786.0,834.0,891.0
q3,860.0,781.0,794.0,895.0,924.0
