,flex1,flex2,flex3,flex4,flex5
sum,3210861.0,3403388.0,3184539.0,3375681.0,3557297.0
mean,786.9757352941176,834.163725490196,780.5242647058824,827.372794117647,871.8865196078432
var,14.687569942171526,6998.804763758899,42.34459372250984,1778.2868301414708,1149.347011173923
std,3.832436554226505,83.65885944572098,6.507272371932025,42.169738321946824,33.90202075354687
median,787.0,838.0,781.0,816.5,867.0
min,773.0,303.0,743.0,753.0,812.0
max,804.0,972.0,805.0,958.0,969.0
q1,785.0,788.0,776.0,796.0,845.75
q3,789.0,908.0,785.0,863.0,907.0
