,flex1,flex2,flex3,flex4,flex5
sum,3669479.0,3493114.0,3877161.0,3824671.0,4000505.0
mean,819.0801339285714,779.7129464285714,865.4377232142857,853.7212053571428,892.9698660714286
var,274.0706032417153,28.93209401811629,668.2234036116959,1179.8095078122508,927.8863433622779
std,16.55507786879045,5.378856199799014,25.850017477976603,34.34835524173248,30.461226885374757
median,816.0,780.0,875.0,869.0,896.0
min,742.0,762.0,804.0,745.0,829.0
max,880.0,802.0,933.0,925.0,986.0
q1,806.0,776.0,837.0,815.0,865.0
q3,828.0,783.0,885.0,879.0,915.0
