,flex1,flex2,flex3,flex4,flex5
sum,3422970.0,3365401.0,3368052.0,3633193.0,3849330.0
mean,792.3541666666666,779.0280092592593,779.6416666666667,841.0168981481481,891.0486111111111
var,425.19197152118545,239.06728661255607,34.84169946746932,2293.221061920626,1316.8367195338426
std,20.62018359571964,15.461800885167163,5.902685784240028,47.887587764687275,36.2882449222037
median,796.0,782.0,780.0,846.0,883.0
min,594.0,638.0,755.0,669.0,813.0
max,816.0,805.0,808.0,956.0,975.0
q1,792.0,777.0,776.0,812.0,866.0
q3,799.0,786.0,783.0,876.0,927.0
