,flex1,flex2,flex3,flex4,flex5
sum,3970325.0,3719870.0,4175426.0,4221499.0,4378419.0
mean,827.1510416666666,774.9729166666667,869.8804166666666,879.4789583333334,912.170625
var,290.57001350107663,28.30016236021394,207.1726107869695,181.42152006494408,507.9506684986455
std,17.046114322656546,5.319789691351899,14.393491959457563,13.46928060680837,22.537760946878585
median,826.0,776.0,872.0,882.0,905.0
min,636.0,757.0,822.0,784.0,860.0
max,875.0,799.0,916.0,918.0,982.0
q1,811.0,772.0,860.0,875.0,896.0
q3,842.0,778.0,880.0,888.0,936.0
