,flex1,flex2,flex3,flex4,flex5
sum,3992367.0,3738584.0,4212510.0,4206814.0,4362733.0
mean,831.743125,778.8716666666667,877.60625,876.4195833333333,908.9027083333333
var,884.8835743123568,30.012699868028065,364.66593300687646,384.42320466069316,642.8113283583385
std,29.746992693587647,5.4783847864154325,19.096228240332604,19.606713254920958,25.353724151657456
median,838.0,779.0,879.0,873.0,905.0
min,611.0,754.0,806.0,821.0,848.0
max,885.0,805.0,936.0,942.0,1001.0
q1,815.0,776.0,869.0,860.0,895.0
q3,855.0,782.0,890.0,892.0,927.0
