,flex1,flex2,flex3,flex4,flex5
sum,965311.0,965149.0,1072925.0,1156270.0,1125108.0
mean,768.5597133757962,768.4307324840764,854.2396496815287,920.5971337579617,895.7866242038217
var,8.829897607024133,14.784042809653105,51.552880833354486,32.76187225619814,38.96319943157307
std,2.9715143625808262,3.845002315948991,7.180033484138809,5.723798760980171,6.242050899469906
median,769.0,769.0,854.0,920.0,895.0
min,761.0,759.0,835.0,904.0,879.0
max,777.0,778.0,874.0,936.0,913.0
q1,767.0,766.0,849.0,917.0,892.0
q3,771.0,771.0,859.0,924.0,900.0
