,flex1,flex2,flex3,flex4,flex5
sum,3710481.0,3901695.0,3995431.0,3976232.0,4218550.0
mean,799.6726293103449,840.8825431034483,861.0842672413793,856.946551724138,909.1702586206897
var,18.36941666790554,5473.432417760591,1949.75556186864,785.2060238904045,960.8483500085483
std,4.28595574731069,73.9826494372876,44.15603652807439,28.02152786502557,30.99755393589224
median,800.0,830.0,857.0,860.0,905.0
min,785.0,592.0,783.0,795.0,844.0
max,818.0,967.0,944.0,926.0,985.0
q1,797.0,805.0,816.0,838.0,892.0
q3,803.0,913.0,908.0,879.0,938.0
