,flex1,flex2,flex3,flex4,flex5
sum,3488723.0,3370524.0,3352440.0,3412522.0,3816057.0
mean,807.5747685185186,780.2138888888888,776.0277777777778,789.9356481481482,883.3465277777777
var,640.3458786220233,31.963039283784827,30.79802423400479,45.50824500698892,1371.461043740835
std,25.30505638448615,5.65358640897836,5.549596763189627,6.745979914511229,37.03324241463114
median,798.0,780.0,776.0,790.0,883.0
min,767.0,762.0,755.0,765.0,798.0
max,881.0,802.0,807.0,825.0,988.0
q1,789.0,777.0,772.0,786.0,850.0
q3,815.0,784.0,780.0,794.0,914.0
