,flex1,flex2,flex3,flex4,flex5
sum,3470188.0,3482917.0,3478764.0,3507956.0,3979468.0
mean,788.6790909090909,791.5720454545454,790.6281818181818,797.2627272727273,904.4245454545454
var,35.49144722974229,354.4471838124367,212.56778937361796,153.74818987786483,163.16866312591705
std,5.95746986813549,18.826767747344118,14.579704708039115,12.399523776253055,12.773748984770174
median,789.0,785.0,786.0,794.0,903.0
min,768.0,756.0,765.0,771.0,861.0
max,813.0,850.0,841.0,848.0,967.0
q1,785.0,779.0,781.0,789.0,895.0
q3,793.0,798.0,793.0,801.0,913.0
