,flex1,flex2,flex3,flex4,flex5
sum,3991421.0,3735819.0,3790176.0,4104700.0,4349468.0
mean,831.5460416666666,778.295625,789.62,855.1458333333334,906.1391666666667
var,778.4029641157881,28.18576956136695,26.171885809543657,1221.9012120580676,694.0339730499409
std,27.899873908600163,5.309027176551929,5.115846538896926,34.95570356977624,26.344524536418206
median,822.0,779.0,790.0,849.0,916.0
min,790.0,760.0,773.0,591.0,849.0
max,895.0,802.0,818.0,933.0,977.0
q1,808.0,775.0,786.0,833.0,878.0
q3,867.25,782.0,793.0,891.0,928.0
