,flex1,flex2,flex3,flex4,flex5
sum,1080251.0,1077478.0,1193822.0,1282805.0,1219688.0
mean,771.05710206995,769.077801570307,852.1213418986438,915.6352605281942,870.5838686652392
var,7.8438798817171405,17.58037116345467,36.69669419802182,35.41472723564801,30.01313959416743
std,2.8006927503239516,4.19289531987798,6.057779642577123,5.951027410090464,5.478424919095581
median,771.0,769.0,852.0,915.0,870.0
min,763.0,757.0,836.0,898.0,855.0
max,779.0,781.0,868.0,933.0,887.0
q1,769.0,766.0,848.0,911.0,867.0
q3,773.0,772.0,856.0,920.0,874.0
