segment_id,channel,start_time,end_time,peak_delta,n_points,threshold_used,method
0,flex1,1970-01-01 00:00:00.000113138,1970-01-01 00:00:00.000115432,13.0,79,0.8,diff_threshold
1,flex2,1970-01-01 00:00:00.000113168,1970-01-01 00:00:00.000115432,17.0,78,0.8,diff_threshold
2,flex3,1970-01-01 00:00:00.000113168,1970-01-01 00:00:00.000115402,22.0,77,0.8,diff_threshold
3,flex4,1970-01-01 00:00:00.000113138,1970-01-01 00:00:00.000115432,22.0,79,0.8,diff_threshold
4,flex5,1970-01-01 00:00:00.000113168,1970-01-01 00:00:00.000115432,39.0,78,0.8,diff_threshold
