,flex1,flex2,flex3,flex4,flex5
sum,3462523.0,3420939.0,3418394.0,3461465.0,3841762.0
mean,786.9370454545455,777.4861363636363,776.9077272727272,786.6965909090909,873.1277272727273
var,17.953526162970924,107.68700939263056,35.44726921407757,83.98543961437517,2317.746810018806
std,4.237160153094396,10.377235151649526,5.953760930208532,9.16435702132862,48.14298297798762
median,787.0,780.0,777.0,785.0,847.0
min,769.0,709.0,751.0,761.0,791.0
max,806.0,806.0,805.0,830.0,985.0
q1,784.0,774.0,773.0,781.0,835.0
q3,790.0,784.0,781.0,790.0,914.0
